País;UF;Mês;Chegadas
Marrocos;Acre;Março;0
Marrocos;Acre;Abril;0
Marrocos;Acre;Maio;0
Marrocos;Acre;Junho;1
Marrocos;Acre;Julho;0
Marrocos;Acre;Agosto;0
Marrocos;Acre;Setembro;0
Marrocos;Acre;Outubro;0
Marrocos;Acre;Novembro;0
Marrocos;Acre;Dezembro;0
Moçambique;Acre;Janeiro;0
Moçambique;Acre;Fevereiro;0
Moçambique;Acre;Março;0
Moçambique;Acre;Abril;0
Moçambique;Acre;Maio;0
Moçambique;Acre;Junho;0
Moçambique;Acre;Julho;0
Moçambique;Acre;Agosto;0
Moçambique;Acre;Setembro;0
Moçambique;Acre;Outubro;0
Moçambique;Acre;Novembro;0
Moçambique;Acre;Dezembro;0
Nigéria;Acre;Janeiro;0
Nigéria;Acre;Fevereiro;0
Nigéria;Acre;Março;1
Nigéria;Acre;Abril;0
Nigéria;Acre;Maio;0
Nigéria;Acre;Junho;0
Nigéria;Acre;Julho;0
Nigéria;Acre;Agosto;1
Nigéria;Acre;Setembro;0
Nigéria;Acre;Outubro;0
Nigéria;Acre;Novembro;0
Nigéria;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;1
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;1
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Quênia;Acre;Janeiro;0
Quênia;Acre;Fevereiro;0
Quênia;Acre;Março;0
Quênia;Acre;Abril;0
Quênia;Acre;Maio;0
Quênia;Acre;Junho;0
Quênia;Acre;Julho;0
Quênia;Acre;Agosto;0
Quênia;Acre;Setembro;0
Quênia;Acre;Outubro;0
Quênia;Acre;Novembro;0
Quênia;Acre;Dezembro;0
Tunísia;Acre;Janeiro;0
Tunísia;Acre;Fevereiro;0
Tunísia;Acre;Março;0
Tunísia;Acre;Abril;0
Tunísia;Acre;Maio;0
Tunísia;Acre;Junho;0
Tunísia;Acre;Julho;0
Tunísia;Acre;Agosto;0
Tunísia;Acre;Setembro;0
Tunísia;Acre;Outubro;0
Tunísia;Acre;Novembro;0
Tunísia;Acre;Dezembro;0
Costa Rica;Acre;Janeiro;1
Costa Rica;Acre;Fevereiro;0
Costa Rica;Acre;Março;1
Costa Rica;Acre;Abril;0
Costa Rica;Acre;Maio;0
Costa Rica;Acre;Junho;0
Costa Rica;Acre;Julho;0
Costa Rica;Acre;Agosto;1
Costa Rica;Acre;Setembro;0
Costa Rica;Acre;Outubro;0
Costa Rica;Acre;Novembro;1
Costa Rica;Acre;Dezembro;0
Cuba;Acre;Janeiro;2
Cuba;Acre;Fevereiro;0
Cuba;Acre;Março;0
Cuba;Acre;Abril;0
Cuba;Acre;Maio;0
Cuba;Acre;Junho;0
Cuba;Acre;Julho;2
Cuba;Acre;Agosto;0
Cuba;Acre;Setembro;0
Cuba;Acre;Outubro;0
Cuba;Acre;Novembro;1
Cuba;Acre;Dezembro;1
El Salvador;Acre;Janeiro;0
El Salvador;Acre;Fevereiro;0
El Salvador;Acre;Março;0
El Salvador;Acre;Abril;0
El Salvador;Acre;Maio;0
El Salvador;Acre;Junho;0
El Salvador;Acre;Julho;0
El Salvador;Acre;Agosto;0
El Salvador;Acre;Setembro;0
El Salvador;Acre;Outubro;0
El Salvador;Acre;Novembro;0
El Salvador;Acre;Dezembro;0
Guatemala;Acre;Janeiro;0
Guatemala;Acre;Fevereiro;0
Guatemala;Acre;Março;0
Guatemala;Acre;Abril;0
Guatemala;Acre;Maio;1
Guatemala;Acre;Junho;4
Guatemala;Acre;Julho;9
Guatemala;Acre;Agosto;0
Guatemala;Acre;Setembro;1
Guatemala;Acre;Outubro;2
Guatemala;Acre;Novembro;1
Guatemala;Acre;Dezembro;1
Haiti;Acre;Janeiro;2
Haiti;Acre;Fevereiro;0
Haiti;Acre;Março;1
Haiti;Acre;Abril;0
Haiti;Acre;Maio;0
Haiti;Acre;Junho;0
Haiti;Acre;Julho;0
Haiti;Acre;Agosto;0
Haiti;Acre;Setembro;0
Haiti;Acre;Outubro;0
Haiti;Acre;Novembro;0
Haiti;Acre;Dezembro;0
Honduras;Acre;Janeiro;0
Honduras;Acre;Fevereiro;0
Honduras;Acre;Março;0
Honduras;Acre;Abril;0
Honduras;Acre;Maio;0
Honduras;Acre;Junho;1
Honduras;Acre;Julho;0
Honduras;Acre;Agosto;0
Honduras;Acre;Setembro;0
Honduras;Acre;Outubro;0
Honduras;Acre;Novembro;0
Honduras;Acre;Dezembro;0
Nicarágua;Acre;Janeiro;1
Nicarágua;Acre;Fevereiro;0
Nicarágua;Acre;Março;0
Nicarágua;Acre;Abril;0
Nicarágua;Acre;Maio;0
Nicarágua;Acre;Junho;1
Nicarágua;Acre;Julho;0
Nicarágua;Acre;Agosto;0
Nicarágua;Acre;Setembro;0
Nicarágua;Acre;Outubro;0
Nicarágua;Acre;Novembro;0
Nicarágua;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;2
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Panamá;Acre;Janeiro;0
Panamá;Acre;Fevereiro;0
Panamá;Acre;Março;0
Panamá;Acre;Abril;0
Panamá;Acre;Maio;0
Panamá;Acre;Junho;0
Panamá;Acre;Julho;0
Panamá;Acre;Agosto;0
Panamá;Acre;Setembro;0
Panamá;Acre;Outubro;0
Panamá;Acre;Novembro;1
Panamá;Acre;Dezembro;0
República Dominicana;Acre;Janeiro;0
República Dominicana;Acre;Fevereiro;2
República Dominicana;Acre;Março;2
República Dominicana;Acre;Abril;0
República Dominicana;Acre;Maio;0
República Dominicana;Acre;Junho;1
República Dominicana;Acre;Julho;0
República Dominicana;Acre;Agosto;1
República Dominicana;Acre;Setembro;0
República Dominicana;Acre;Outubro;0
República Dominicana;Acre;Novembro;0
República Dominicana;Acre;Dezembro;1
Trinidad e Tobago;Acre;Janeiro;0
Trinidad e Tobago;Acre;Fevereiro;0
Trinidad e Tobago;Acre;Março;0
Trinidad e Tobago;Acre;Abril;0
Trinidad e Tobago;Acre;Maio;0
Trinidad e Tobago;Acre;Junho;0
Trinidad e Tobago;Acre;Julho;0
Trinidad e Tobago;Acre;Agosto;0
Trinidad e Tobago;Acre;Setembro;0
Trinidad e Tobago;Acre;Outubro;0
Trinidad e Tobago;Acre;Novembro;0
Trinidad e Tobago;Acre;Dezembro;0
Canadá;Acre;Janeiro;0
Canadá;Acre;Fevereiro;1
Canadá;Acre;Março;1
Canadá;Acre;Abril;2
Canadá;Acre;Maio;2
Canadá;Acre;Junho;0
Canadá;Acre;Julho;3
Canadá;Acre;Agosto;0
Canadá;Acre;Setembro;0
Canadá;Acre;Outubro;2
Canadá;Acre;Novembro;1
Canadá;Acre;Dezembro;1
Estados Unidos;Acre;Janeiro;8
Estados Unidos;Acre;Fevereiro;4
Estados Unidos;Acre;Março;3
Estados Unidos;Acre;Abril;14
Estados Unidos;Acre;Maio;2
Estados Unidos;Acre;Junho;8
Estados Unidos;Acre;Julho;12
Estados Unidos;Acre;Agosto;12
Estados Unidos;Acre;Setembro;14
Estados Unidos;Acre;Outubro;16
Estados Unidos;Acre;Novembro;12
Estados Unidos;Acre;Dezembro;5
México;Acre;Janeiro;5
México;Acre;Fevereiro;5
México;Acre;Março;2
México;Acre;Abril;3
México;Acre;Maio;7
México;Acre;Junho;3
México;Acre;Julho;11
México;Acre;Agosto;10
México;Acre;Setembro;3
México;Acre;Outubro;1
México;Acre;Novembro;3
México;Acre;Dezembro;4
Argentina;Acre;Janeiro;56
Argentina;Acre;Fevereiro;19
Argentina;Acre;Março;12
Argentina;Acre;Abril;13
Argentina;Acre;Maio;19
Argentina;Acre;Junho;18
Argentina;Acre;Julho;25
Argentina;Acre;Agosto;14
Argentina;Acre;Setembro;10
Argentina;Acre;Outubro;16
Argentina;Acre;Novembro;25
Argentina;Acre;Dezembro;18
Bolívia;Acre;Janeiro;1704
Bolívia;Acre;Fevereiro;1036
Bolívia;Acre;Março;957
Bolívia;Acre;Abril;811
Bolívia;Acre;Maio;782
Bolívia;Acre;Junho;872
Bolívia;Acre;Julho;1371
Bolívia;Acre;Agosto;838
Bolívia;Acre;Setembro;673
Bolívia;Acre;Outubro;770
Bolívia;Acre;Novembro;723
Bolívia;Acre;Dezembro;1862
Chile;Acre;Janeiro;14
Chile;Acre;Fevereiro;15
Chile;Acre;Março;16
Chile;Acre;Abril;13
Chile;Acre;Maio;15
Chile;Acre;Junho;13
Chile;Acre;Julho;25
Chile;Acre;Agosto;16
Chile;Acre;Setembro;13
Chile;Acre;Outubro;3
Chile;Acre;Novembro;21
Chile;Acre;Dezembro;22
Colômbia;Acre;Janeiro;34
Colômbia;Acre;Fevereiro;24
Colômbia;Acre;Março;27
Colômbia;Acre;Abril;43
Colômbia;Acre;Maio;31
Colômbia;Acre;Junho;63
Colômbia;Acre;Julho;50
Colômbia;Acre;Agosto;28
Colômbia;Acre;Setembro;32
Colômbia;Acre;Outubro;24
Colômbia;Acre;Novembro;57
Colômbia;Acre;Dezembro;29
Equador;Acre;Janeiro;11
Equador;Acre;Fevereiro;5
Equador;Acre;Março;13
Equador;Acre;Abril;10
Equador;Acre;Maio;4
Equador;Acre;Junho;20
Equador;Acre;Julho;7
Equador;Acre;Agosto;14
Equador;Acre;Setembro;10
Equador;Acre;Outubro;6
Equador;Acre;Novembro;7
Equador;Acre;Dezembro;3
Guiana;Acre;Janeiro;0
Guiana;Acre;Fevereiro;0
Guiana;Acre;Março;0
Guiana;Acre;Abril;0
Guiana;Acre;Maio;0
Guiana;Acre;Junho;0
Guiana;Acre;Julho;0
Guiana;Acre;Agosto;0
Guiana;Acre;Setembro;0
Guiana;Acre;Outubro;0
Guiana;Acre;Novembro;0
Guiana;Acre;Dezembro;1
Guiana Francesa;Acre;Janeiro;0
Guiana Francesa;Acre;Fevereiro;0
Guiana Francesa;Acre;Março;0
Guiana Francesa;Acre;Abril;0
Guiana Francesa;Acre;Maio;0
Guiana Francesa;Acre;Junho;0
Guiana Francesa;Acre;Julho;0
Guiana Francesa;Acre;Agosto;0
Guiana Francesa;Acre;Setembro;0
Guiana Francesa;Acre;Outubro;0
Guiana Francesa;Acre;Novembro;0
Guiana Francesa;Acre;Dezembro;0
Paraguai;Acre;Janeiro;5
Paraguai;Acre;Fevereiro;0
Paraguai;Acre;Março;0
Paraguai;Acre;Abril;8
Paraguai;Acre;Maio;1
Paraguai;Acre;Junho;1
Paraguai;Acre;Julho;1
Paraguai;Acre;Agosto;1
Paraguai;Acre;Setembro;0
Paraguai;Acre;Outubro;0
Paraguai;Acre;Novembro;2
Paraguai;Acre;Dezembro;1
Peru;Acre;Janeiro;1702
Peru;Acre;Fevereiro;1423
Peru;Acre;Março;999
Peru;Acre;Abril;1116
Peru;Acre;Maio;818
Peru;Acre;Junho;874
Peru;Acre;Julho;1597
Peru;Acre;Agosto;1722
Peru;Acre;Setembro;1103
Peru;Acre;Outubro;1156
Peru;Acre;Novembro;1123
Peru;Acre;Dezembro;1075
Suriname;Acre;Janeiro;0
Suriname;Acre;Fevereiro;0
Suriname;Acre;Março;0
Suriname;Acre;Abril;0
Suriname;Acre;Maio;0
Suriname;Acre;Junho;0
Suriname;Acre;Julho;0
Suriname;Acre;Agosto;0
Suriname;Acre;Setembro;1
Suriname;Acre;Outubro;0
Suriname;Acre;Novembro;0
Suriname;Acre;Dezembro;0
Uruguai;Acre;Janeiro;130
Uruguai;Acre;Fevereiro;1
Uruguai;Acre;Março;1
Uruguai;Acre;Abril;1
Uruguai;Acre;Maio;1
Uruguai;Acre;Junho;10
Uruguai;Acre;Julho;4
Uruguai;Acre;Agosto;1
Uruguai;Acre;Setembro;0
Uruguai;Acre;Outubro;0
Uruguai;Acre;Novembro;5
Uruguai;Acre;Dezembro;2
Venezuela;Acre;Janeiro;61
Venezuela;Acre;Fevereiro;72
Venezuela;Acre;Março;85
Venezuela;Acre;Abril;86
Venezuela;Acre;Maio;59
Venezuela;Acre;Junho;149
Venezuela;Acre;Julho;59
Venezuela;Acre;Agosto;63
Venezuela;Acre;Setembro;88
Venezuela;Acre;Outubro;129
Venezuela;Acre;Novembro;298
Venezuela;Acre;Dezembro;129
Arábia Saudita;Acre;Janeiro;0
Arábia Saudita;Acre;Fevereiro;0
Arábia Saudita;Acre;Março;0
Arábia Saudita;Acre;Abril;0
Arábia Saudita;Acre;Maio;0
Arábia Saudita;Acre;Junho;0
Arábia Saudita;Acre;Julho;0
Arábia Saudita;Acre;Agosto;0
Arábia Saudita;Acre;Setembro;0
Arábia Saudita;Acre;Outubro;0
Arábia Saudita;Acre;Novembro;0
Arábia Saudita;Acre;Dezembro;0
Bangladesh;Acre;Janeiro;0
Bangladesh;Acre;Fevereiro;0
Bangladesh;Acre;Março;0
Bangladesh;Acre;Abril;1
Bangladesh;Acre;Maio;0
Bangladesh;Acre;Junho;0
Bangladesh;Acre;Julho;0
Bangladesh;Acre;Agosto;0
Bangladesh;Acre;Setembro;0
Bangladesh;Acre;Outubro;0
Bangladesh;Acre;Novembro;0
Bangladesh;Acre;Dezembro;0
China;Acre;Janeiro;2
China;Acre;Fevereiro;0
China;Acre;Março;0
China;Acre;Abril;0
China;Acre;Maio;0
China;Acre;Junho;0
China;Acre;Julho;0
China;Acre;Agosto;0
China;Acre;Setembro;0
China;Acre;Outubro;0
China;Acre;Novembro;0
China;Acre;Dezembro;0
Hong Kong;Acre;Janeiro;0
Hong Kong;Acre;Fevereiro;0
Hong Kong;Acre;Março;0
Hong Kong;Acre;Abril;0
Hong Kong;Acre;Maio;0
Hong Kong;Acre;Junho;0
Hong Kong;Acre;Julho;0
Hong Kong;Acre;Agosto;0
Hong Kong;Acre;Setembro;0
Hong Kong;Acre;Outubro;0
Hong Kong;Acre;Novembro;0
Hong Kong;Acre;Dezembro;0
Cingapura;Acre;Janeiro;0
Cingapura;Acre;Fevereiro;0
Cingapura;Acre;Março;0
Cingapura;Acre;Abril;0
Cingapura;Acre;Maio;1
Cingapura;Acre;Junho;0
Cingapura;Acre;Julho;0
Cingapura;Acre;Agosto;0
Cingapura;Acre;Setembro;0
Cingapura;Acre;Outubro;0
Cingapura;Acre;Novembro;0
Cingapura;Acre;Dezembro;0
Filipinas;Acre;Janeiro;0
Filipinas;Acre;Fevereiro;1
Filipinas;Acre;Março;0
Filipinas;Acre;Abril;0
Filipinas;Acre;Maio;0
Filipinas;Acre;Junho;0
Filipinas;Acre;Julho;0
Filipinas;Acre;Agosto;0
Filipinas;Acre;Setembro;1
Filipinas;Acre;Outubro;1
Filipinas;Acre;Novembro;2
Filipinas;Acre;Dezembro;0
Índia;Acre;Janeiro;1
Índia;Acre;Fevereiro;1
Índia;Acre;Março;0
Índia;Acre;Abril;0
Índia;Acre;Maio;0
Índia;Acre;Junho;0
Índia;Acre;Julho;1
Índia;Acre;Agosto;0
Índia;Acre;Setembro;0
Índia;Acre;Outubro;0
Índia;Acre;Novembro;0
Índia;Acre;Dezembro;0
Indonésia;Acre;Janeiro;0
Indonésia;Acre;Fevereiro;0
Indonésia;Acre;Março;0
Indonésia;Acre;Abril;0
Indonésia;Acre;Maio;0
Indonésia;Acre;Junho;0
Indonésia;Acre;Julho;2
Indonésia;Acre;Agosto;0
Indonésia;Acre;Setembro;0
Indonésia;Acre;Outubro;0
Indonésia;Acre;Novembro;0
Indonésia;Acre;Dezembro;0
Irã;Acre;Janeiro;0
Irã;Acre;Fevereiro;0
Irã;Acre;Março;0
Irã;Acre;Abril;0
Irã;Acre;Maio;0
Irã;Acre;Junho;0
Irã;Acre;Julho;0
Irã;Acre;Agosto;0
Irã;Acre;Setembro;1
Irã;Acre;Outubro;0
Irã;Acre;Novembro;0
Irã;Acre;Dezembro;0
Israel;Acre;Janeiro;2
Israel;Acre;Fevereiro;5
Israel;Acre;Março;2
Israel;Acre;Abril;1
Israel;Acre;Maio;0
Israel;Acre;Junho;0
Israel;Acre;Julho;0
Israel;Acre;Agosto;0
Israel;Acre;Setembro;0
Israel;Acre;Outubro;1
Israel;Acre;Novembro;2
Israel;Acre;Dezembro;4
Japão;Acre;Janeiro;0
Japão;Acre;Fevereiro;0
Japão;Acre;Março;0
Japão;Acre;Abril;1
Japão;Acre;Maio;0
Japão;Acre;Junho;0
Japão;Acre;Julho;0
Japão;Acre;Agosto;1
Japão;Acre;Setembro;0
Japão;Acre;Outubro;0
Japão;Acre;Novembro;1
Japão;Acre;Dezembro;0
Líbano;Acre;Janeiro;0
Líbano;Acre;Fevereiro;0
Líbano;Acre;Março;0
Líbano;Acre;Abril;0
Líbano;Acre;Maio;0
Líbano;Acre;Junho;0
Líbano;Acre;Julho;0
Líbano;Acre;Agosto;0
Líbano;Acre;Setembro;0
Líbano;Acre;Outubro;0
Líbano;Acre;Novembro;0
Líbano;Acre;Dezembro;0
Malásia;Acre;Janeiro;0
Malásia;Acre;Fevereiro;0
Malásia;Acre;Março;0
Malásia;Acre;Abril;0
Malásia;Acre;Maio;0
Malásia;Acre;Junho;0
Malásia;Acre;Julho;0
Malásia;Acre;Agosto;0
Malásia;Acre;Setembro;0
Malásia;Acre;Outubro;0
Malásia;Acre;Novembro;0
Malásia;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Paquistão;Acre;Janeiro;0
Paquistão;Acre;Fevereiro;0
Paquistão;Acre;Março;0
Paquistão;Acre;Abril;0
Paquistão;Acre;Maio;0
Paquistão;Acre;Junho;0
Paquistão;Acre;Julho;0
Paquistão;Acre;Agosto;1
Paquistão;Acre;Setembro;0
Paquistão;Acre;Outubro;0
Paquistão;Acre;Novembro;1
Paquistão;Acre;Dezembro;0
República da Coreia;Acre;Janeiro;1
República da Coreia;Acre;Fevereiro;0
República da Coreia;Acre;Março;0
República da Coreia;Acre;Abril;1
República da Coreia;Acre;Maio;0
República da Coreia;Acre;Junho;1
República da Coreia;Acre;Julho;0
República da Coreia;Acre;Agosto;0
República da Coreia;Acre;Setembro;0
República da Coreia;Acre;Outubro;0
República da Coreia;Acre;Novembro;0
República da Coreia;Acre;Dezembro;0
Síria;Acre;Janeiro;0
Síria;Acre;Fevereiro;0
Síria;Acre;Março;0
Síria;Acre;Abril;0
Síria;Acre;Maio;0
Síria;Acre;Junho;0
Síria;Acre;Julho;0
Síria;Acre;Agosto;0
Síria;Acre;Setembro;0
Síria;Acre;Outubro;0
Síria;Acre;Novembro;0
Síria;Acre;Dezembro;0
Tailândia;Acre;Janeiro;0
Tailândia;Acre;Fevereiro;0
Tailândia;Acre;Março;0
Tailândia;Acre;Abril;0
Tailândia;Acre;Maio;0
Tailândia;Acre;Junho;0
Tailândia;Acre;Julho;0
Tailândia;Acre;Agosto;0
Tailândia;Acre;Setembro;0
Tailândia;Acre;Outubro;0
Tailândia;Acre;Novembro;0
Tailândia;Acre;Dezembro;1
Taiwan;Acre;Janeiro;0
Taiwan;Acre;Fevereiro;0
Taiwan;Acre;Março;0
Taiwan;Acre;Abril;0
Taiwan;Acre;Maio;0
Taiwan;Acre;Junho;0
Taiwan;Acre;Julho;0
Taiwan;Acre;Agosto;0
Taiwan;Acre;Setembro;0
Taiwan;Acre;Outubro;0
Taiwan;Acre;Novembro;0
Taiwan;Acre;Dezembro;0
Países não especificados;Acre;Janeiro;0
Países não especificados;Acre;Fevereiro;0
Países não especificados;Acre;Março;0
Países não especificados;Acre;Abril;0
Países não especificados;Acre;Maio;0
Países não especificados;Acre;Junho;0
Países não especificados;Acre;Julho;0
Países não especificados;Acre;Agosto;0
Países não especificados;Acre;Setembro;0
Países não especificados;Acre;Outubro;0
Países não especificados;Acre;Novembro;0
Países não especificados;Acre;Dezembro;0
Alemanha;Acre;Janeiro;19
Alemanha;Acre;Fevereiro;17
Alemanha;Acre;Março;8
Alemanha;Acre;Abril;11
Alemanha;Acre;Maio;2
Alemanha;Acre;Junho;13
Alemanha;Acre;Julho;19
Alemanha;Acre;Agosto;4
Alemanha;Acre;Setembro;36
Alemanha;Acre;Outubro;18
Alemanha;Acre;Novembro;11
Alemanha;Acre;Dezembro;8
Áustria;Acre;Janeiro;0
Áustria;Acre;Fevereiro;2
Áustria;Acre;Março;1
Áustria;Acre;Abril;0
Áustria;Acre;Maio;4
Áustria;Acre;Junho;1
Áustria;Acre;Julho;3
Áustria;Acre;Agosto;0
Áustria;Acre;Setembro;0
Áustria;Acre;Outubro;0
Áustria;Acre;Novembro;0
Áustria;Acre;Dezembro;2
Bélgica;Acre;Janeiro;0
Bélgica;Acre;Fevereiro;0
Bélgica;Acre;Março;0
Bélgica;Acre;Abril;2
Bélgica;Acre;Maio;0
Bélgica;Acre;Junho;2
Bélgica;Acre;Julho;1
Bélgica;Acre;Agosto;0
Bélgica;Acre;Setembro;0
Bélgica;Acre;Outubro;2
Bélgica;Acre;Novembro;2
Bélgica;Acre;Dezembro;3
Bulgária;Acre;Janeiro;0
Bulgária;Acre;Fevereiro;0
Bulgária;Acre;Março;0
Bulgária;Acre;Abril;0
Bulgária;Acre;Maio;0
Bulgária;Acre;Junho;0
Bulgária;Acre;Julho;0
Bulgária;Acre;Agosto;1
Bulgária;Acre;Setembro;0
Bulgária;Acre;Outubro;0
Bulgária;Acre;Novembro;0
Bulgária;Acre;Dezembro;0
Croácia;Acre;Janeiro;0
Croácia;Acre;Fevereiro;0
Croácia;Acre;Março;0
Croácia;Acre;Abril;0
Croácia;Acre;Maio;0
Croácia;Acre;Junho;0
Croácia;Acre;Julho;0
Croácia;Acre;Agosto;0
Croácia;Acre;Setembro;0
Croácia;Acre;Outubro;0
Croácia;Acre;Novembro;0
Croácia;Acre;Dezembro;0
Dinamarca;Acre;Janeiro;0
Dinamarca;Acre;Fevereiro;0
Dinamarca;Acre;Março;1
Dinamarca;Acre;Abril;1
Dinamarca;Acre;Maio;0
Dinamarca;Acre;Junho;0
Dinamarca;Acre;Julho;0
Dinamarca;Acre;Agosto;0
Dinamarca;Acre;Setembro;2
Dinamarca;Acre;Outubro;0
Dinamarca;Acre;Novembro;0
Dinamarca;Acre;Dezembro;0
Eslováquia;Acre;Janeiro;0
Eslováquia;Acre;Fevereiro;0
Eslováquia;Acre;Março;0
Eslováquia;Acre;Abril;0
Eslováquia;Acre;Maio;0
Eslováquia;Acre;Junho;0
Eslováquia;Acre;Julho;0
Eslováquia;Acre;Agosto;0
Eslováquia;Acre;Setembro;0
Eslováquia;Acre;Outubro;0
Eslováquia;Acre;Novembro;0
Eslováquia;Acre;Dezembro;0
Eslovênia;Acre;Janeiro;1
Eslovênia;Acre;Fevereiro;0
Eslovênia;Acre;Março;1
Eslovênia;Acre;Abril;1
Eslovênia;Acre;Maio;0
Eslovênia;Acre;Junho;0
Eslovênia;Acre;Julho;0
Eslovênia;Acre;Agosto;0
Eslovênia;Acre;Setembro;0
Eslovênia;Acre;Outubro;0
Eslovênia;Acre;Novembro;0
Eslovênia;Acre;Dezembro;2
Espanha;Acre;Janeiro;7
Espanha;Acre;Fevereiro;7
Espanha;Acre;Março;7
Espanha;Acre;Abril;7
Espanha;Acre;Maio;3
Espanha;Acre;Junho;9
Espanha;Acre;Julho;3
Espanha;Acre;Agosto;18
Espanha;Acre;Setembro;6
Espanha;Acre;Outubro;6
Espanha;Acre;Novembro;6
Espanha;Acre;Dezembro;0
Estônia;Acre;Janeiro;0
Estônia;Acre;Fevereiro;0
Estônia;Acre;Março;1
Estônia;Acre;Abril;0
Estônia;Acre;Maio;0
Estônia;Acre;Junho;0
Estônia;Acre;Julho;0
Estônia;Acre;Agosto;0
Estônia;Acre;Setembro;0
Estônia;Acre;Outubro;0
Estônia;Acre;Novembro;0
Estônia;Acre;Dezembro;0
Finlândia;Acre;Janeiro;1
Finlândia;Acre;Fevereiro;0
Finlândia;Acre;Março;1
Finlândia;Acre;Abril;0
Finlândia;Acre;Maio;0
Finlândia;Acre;Junho;0
Finlândia;Acre;Julho;0
Finlândia;Acre;Agosto;0
Finlândia;Acre;Setembro;0
Finlândia;Acre;Outubro;0
Finlândia;Acre;Novembro;1
Finlândia;Acre;Dezembro;0
França;Acre;Janeiro;14
França;Acre;Fevereiro;6
França;Acre;Março;8
França;Acre;Abril;4
França;Acre;Maio;4
França;Acre;Junho;7
França;Acre;Julho;10
França;Acre;Agosto;12
França;Acre;Setembro;2
França;Acre;Outubro;4
França;Acre;Novembro;10
França;Acre;Dezembro;14
Grécia;Acre;Janeiro;0
Grécia;Acre;Fevereiro;0
Grécia;Acre;Março;0
Grécia;Acre;Abril;0
Grécia;Acre;Maio;0
Grécia;Acre;Junho;0
Grécia;Acre;Julho;0
Grécia;Acre;Agosto;0
Grécia;Acre;Setembro;0
Grécia;Acre;Outubro;0
Grécia;Acre;Novembro;0
Grécia;Acre;Dezembro;0
Holanda;Acre;Janeiro;8
Holanda;Acre;Fevereiro;0
Holanda;Acre;Março;0
Holanda;Acre;Abril;0
Holanda;Acre;Maio;1
Holanda;Acre;Junho;3
Holanda;Acre;Julho;2
Holanda;Acre;Agosto;2
Holanda;Acre;Setembro;2
Holanda;Acre;Outubro;1
Holanda;Acre;Novembro;4
Holanda;Acre;Dezembro;0
Hungria;Acre;Janeiro;0
Hungria;Acre;Fevereiro;0
Hungria;Acre;Março;0
Hungria;Acre;Abril;1
Hungria;Acre;Maio;0
Hungria;Acre;Junho;0
Hungria;Acre;Julho;0
Hungria;Acre;Agosto;0
Hungria;Acre;Setembro;0
Hungria;Acre;Outubro;0
Hungria;Acre;Novembro;1
Hungria;Acre;Dezembro;0
Irlanda;Acre;Janeiro;0
Irlanda;Acre;Fevereiro;0
Irlanda;Acre;Março;1
Irlanda;Acre;Abril;0
Irlanda;Acre;Maio;0
Irlanda;Acre;Junho;0
Irlanda;Acre;Julho;1
Irlanda;Acre;Agosto;0
Irlanda;Acre;Setembro;1
Irlanda;Acre;Outubro;0
Irlanda;Acre;Novembro;0
Irlanda;Acre;Dezembro;2
Itália;Acre;Janeiro;12
Itália;Acre;Fevereiro;1
Itália;Acre;Março;6
Itália;Acre;Abril;9
Itália;Acre;Maio;7
Itália;Acre;Junho;1
Itália;Acre;Julho;4
Itália;Acre;Agosto;4
Itália;Acre;Setembro;3
Itália;Acre;Outubro;0
Itália;Acre;Novembro;6
Itália;Acre;Dezembro;3
Letônia;Acre;Janeiro;0
Letônia;Acre;Fevereiro;0
Letônia;Acre;Março;0
Letônia;Acre;Abril;0
Letônia;Acre;Maio;0
Letônia;Acre;Junho;0
Letônia;Acre;Julho;0
Letônia;Acre;Agosto;0
Letônia;Acre;Setembro;0
Letônia;Acre;Outubro;0
Letônia;Acre;Novembro;0
Letônia;Acre;Dezembro;0
Lituânia;Acre;Janeiro;0
Lituânia;Acre;Fevereiro;0
Lituânia;Acre;Março;0
Lituânia;Acre;Abril;0
Lituânia;Acre;Maio;0
Lituânia;Acre;Junho;0
Lituânia;Acre;Julho;0
Lituânia;Acre;Agosto;0
Lituânia;Acre;Setembro;0
Lituânia;Acre;Outubro;0
Lituânia;Acre;Novembro;0
Lituânia;Acre;Dezembro;0
